action_id,entity_id,action_type,effort_hours,expected_lift_pct,status
ACT0001,CON014,document,26,23.4,Proposed
ACT0002,CON004,document,29,8.7,Proposed
ACT0003,CON011,document,29,18.4,Complete
ACT0004,CON027,monitor,22,2.9,Proposed
ACT0005,CON025,validate,11,11.7,Ready
ACT0006,CON034,automate,15,20.5,Proposed
ACT0007,CON023,prioritize,8,21.6,Complete
ACT0008,CON003,document,5,20.1,Complete
ACT0009,CON002,prioritize,35,4.7,Ready
ACT0010,CON005,document,26,5.1,Ready
ACT0011,CON026,automate,39,20.9,Proposed
ACT0012,CON016,monitor,15,18.9,Proposed
ACT0013,CON018,prioritize,31,2.1,Proposed
ACT0014,CON027,monitor,23,20.3,In Review
ACT0015,CON030,document,17,20.9,Ready
ACT0016,CON016,monitor,44,18.8,Ready
ACT0017,CON028,validate,27,11.3,Ready
ACT0018,CON013,escalate,17,11.0,Complete
ACT0019,CON022,validate,17,9.3,In Review
ACT0020,CON022,validate,8,18.7,Ready
ACT0021,CON007,escalate,14,22.4,Ready
ACT0022,CON023,validate,17,17.4,Complete
ACT0023,CON005,validate,41,19.7,Complete
ACT0024,CON015,automate,5,18.3,Proposed
ACT0025,CON031,prioritize,14,17.4,Proposed
ACT0026,CON010,monitor,15,13.6,Ready
ACT0027,CON021,document,24,14.0,Proposed
ACT0028,CON012,validate,14,20.2,Proposed
ACT0029,CON012,escalate,42,14.3,Ready
ACT0030,CON004,automate,35,20.3,In Review
ACT0031,CON026,automate,41,18.3,Complete
ACT0032,CON017,document,17,2.8,Ready
ACT0033,CON019,validate,10,23.3,Complete
ACT0034,CON012,validate,8,20.8,In Review
ACT0035,CON010,automate,25,4.4,Ready
ACT0036,CON033,automate,37,6.7,Proposed
ACT0037,CON021,escalate,20,12.9,Ready
ACT0038,CON015,validate,19,3.4,Ready
ACT0039,CON009,document,12,5.6,Proposed
ACT0040,CON008,document,36,5.2,Complete
ACT0041,CON005,monitor,42,17.4,Ready
ACT0042,CON019,validate,4,20.7,In Review
ACT0043,CON011,validate,35,15.5,In Review
ACT0044,CON017,automate,26,21.3,Ready
ACT0045,CON014,validate,9,10.3,Complete
ACT0046,CON018,document,36,8.4,Proposed
ACT0047,CON036,monitor,36,13.8,Proposed
ACT0048,CON031,monitor,29,18.3,Complete
ACT0049,CON012,automate,19,15.8,Complete
ACT0050,CON021,prioritize,24,13.2,In Review
ACT0051,CON020,prioritize,22,10.3,Complete
ACT0052,CON031,escalate,42,15.8,Proposed
ACT0053,CON025,document,40,7.0,In Review
ACT0054,CON018,prioritize,16,8.7,Complete
ACT0055,CON011,monitor,20,20.6,In Review
ACT0056,CON008,document,16,12.1,Ready
ACT0057,CON002,prioritize,24,5.5,Complete
ACT0058,CON034,prioritize,29,6.1,Complete
ACT0059,CON027,validate,39,8.7,Complete
ACT0060,CON014,document,42,2.3,Proposed
ACT0061,CON002,prioritize,8,10.9,Complete
ACT0062,CON025,document,14,2.1,Complete
ACT0063,CON018,document,29,6.9,Complete
ACT0064,CON015,prioritize,2,11.6,Proposed
ACT0065,CON013,automate,38,8.5,Proposed
ACT0066,CON026,validate,38,17.0,Ready
ACT0067,CON015,prioritize,29,18.9,In Review
ACT0068,CON034,validate,14,4.3,In Review
ACT0069,CON004,validate,17,2.7,In Review
ACT0070,CON010,monitor,41,21.7,Ready
ACT0071,CON025,escalate,5,15.7,Proposed
ACT0072,CON004,escalate,35,18.6,Complete
