entity_id,entity_name,segment,owner
CON001,Conversion mapping 1,Growth,Operations
CON002,Conversion mapping 2,Strategic,Product
CON003,Conversion mapping 3,Watch,Analytics
CON004,Conversion mapping 4,Strategic,Analytics
CON005,Conversion mapping 5,Watch,Analytics
CON006,Conversion mapping 6,Growth,Customer
CON007,Conversion mapping 7,Growth,Revenue
CON008,Conversion mapping 8,Core,Operations
CON009,Conversion mapping 9,Watch,Customer
CON010,Conversion mapping 10,Growth,Revenue
CON011,Conversion mapping 11,Core,Product
CON012,Conversion mapping 12,Core,Revenue
CON013,Conversion mapping 13,Strategic,Analytics
CON014,Conversion mapping 14,Core,Revenue
CON015,Conversion mapping 15,Watch,Revenue
CON016,Conversion mapping 16,Watch,Revenue
CON017,Conversion mapping 17,Core,Operations
CON018,Conversion mapping 18,Strategic,Revenue
CON019,Conversion mapping 19,Core,Operations
CON020,Conversion mapping 20,Strategic,Customer
CON021,Conversion mapping 21,Core,Customer
CON022,Conversion mapping 22,Watch,Revenue
CON023,Conversion mapping 23,Growth,Product
CON024,Conversion mapping 24,Strategic,Product
CON025,Conversion mapping 25,Watch,Product
CON026,Conversion mapping 26,Growth,Customer
CON027,Conversion mapping 27,Strategic,Customer
CON028,Conversion mapping 28,Growth,Product
CON029,Conversion mapping 29,Growth,Operations
CON030,Conversion mapping 30,Core,Customer
CON031,Conversion mapping 31,Core,Revenue
CON032,Conversion mapping 32,Watch,Customer
CON033,Conversion mapping 33,Growth,Operations
CON034,Conversion mapping 34,Core,Customer
CON035,Conversion mapping 35,Watch,Operations
CON036,Conversion mapping 36,Strategic,Analytics
